id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Icelandic Cat Herring Sp Enterprises,Solovarossa,"['Breaded and battered prawn, crumbed squid rings and other value added seafood products']",[173782.1562],{'Company': 1},1,1,0,19,19,173782,['Company'],18,1,9654.555555555557,0.0026790750141003,0.0095617022220917,0.0457823080945341,1.9085083015241454e-13,1
Océano del Este World,Oceanus,"['Domestic and imported beef, pork, poultry, delicatessen and provisions, goat, mutton, lamb, veal and frozen seafood']",[173666.6728],{'Company': 1},1,1,0,1,1,173666,['Company'],0,1,173666.0,0.3333333333333333,0.0,0.6,0.4082482345455792,1
Greek Sea Bream Bonito LC Brothers,Oceanus,['Fresh and frozen fish and seafood products'],[170666.6728],{'Company': 1},1,1,0,1,1,170666,['Company'],0,1,170666.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
"Ross, Gonzales and Sanders",ZH,"['Specialises in eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; manufacturing frozen seafood; and processing fresh and frozen marine fats and oils']",[168949.3646],{'Company': 1},1,0,0,0,0,168949,['Company'],0,0,168949.0,0.0,0.0,0.0,0.0,1
Reed Inc,ZH,"['Manufacture and sale of canned and cured fish and seafoods', 'Unknown']","[10696.6728, 'None', 168815.568]","{'Company': 2, 'Beneficial Owner': 4, 'Company Contacts': 1}",7,1,0,1,1,179511,"['Company', 'Beneficial Owner', 'Company Contacts']",1,0,179511.0,1.0,0.0,1.0,0.7071067811865476,1
"Sutton, Anderson and Jackson",ZH,['Frozen fish and seafoods'],[167543.6655],{'Company': 1},1,0,0,0,0,167543,['Company'],0,0,167543.0,0.0,0.0,0.0,0.0,1
Oceanfront Oasis Company Green,Icarnia,['Fish and seafood products'],[167229.6957],{'Company': 1},1,1,0,6,6,167229,['Company'],5,1,33445.8,0.0008460236886632,0.0036615688897447,0.0526921905299681,6.133677266572472e-14,1
Kerala  Market OJSC United,Arreciviento,['Marine fishing'],[166917.4561],{'Company': 1},1,1,0,2,2,166917,['Company'],1,1,166917.0,1.0,1.0,1.0,0.707106690085642,1
Fin Flair Marine life Incorporated Holdings,Isliandor,"['Terminals (terminals for computer, communication, and consumer products; electronic terminals; and terminals for transportation instruments); lighting systems and accessories (socket assemblies, personal computer board assemblies, terminal and wire assemblies, personal computer cables, molding injections, and stampings); ceramic parts (secondary fabrication or precision fabrication products and parts); battery modular connectors (one pole and two pole connectors series); and steel cable ties (cable ties for telecommunications, marine vessels, air crafts, and engineering mechanism)']",[163836.8565],{'Company': 1},1,1,0,1,1,163836,['Company'],0,1,163836.0,1.0,0.0,1.0,0.7071067811865476,1
"Olson, Wallace and Williams",ZH,['Fish and fish products'],[162815.0516],{'Company': 1},1,0,0,0,0,162815,['Company'],0,0,162815.0,0.0,0.0,0.0,0.0,1
Zambezi Delta  SE Solutions,Coral Solis,['Fish and fish products'],[162662.4498],{'Company': 1},1,1,0,1,1,162662,['Company'],0,1,162662.0,1.0,0.0,1.0,0.7071067811865476,1
Saltwater Serenity Kga Distribution,Oceanus,"['Marine products (frozen fish, shellfish, seafood, filleted portions, and other fish products processed as surimi)']",[161914.2653],{'Company': 1},1,1,0,6,6,161914,['Company'],5,1,32382.8,0.75,0.8928571428571428,0.7272727272727273,0.6881900955021093,1
Perla del Mar OJSC,Mawazam,['Fish and seafood products'],[161386.5903],{'Company': 1},1,1,0,2,1,161386,['Company'],0,1,161386.0,0.25,0.0,0.5714285714285714,0.353553316674035,1
Scania Ltd. Liability Co,Oceanus,"['Cold water shrimps; Snow crabs, mussels, mackerel, capeline, and turbot; Japanese fish and Japanese foods']",[159778.1347],{'Company': 1},1,1,0,1,1,159778,['Company'],0,1,159778.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Deep Blue Cargo ship,Thessalandia,"['Canning seafood (including soup); smoking, salting, and drying seafood; eviscerating fresh fish by removing heads, fins, scales, bones, and entrails; shucking and packing fresh shellfish; processing marine fats and oils; and freezing seafood']",[158489.3362],{'Company': 1},1,1,0,12,12,158489,['Company'],11,1,14408.09090909091,0.0016920473773265,0.01152072449821,0.0543994354486112,4.241479915353684e-13,1
Dutch Mussels S.A. de C.V. Line,Oceanus,"['Smoked fish, such as portions, slices, salads, and fillets; marinated and salted fish, including flaps, sauces, rolls, and rollmops; canned fish, such as herrings and sprats; and others products, including salmon paste and salads']",[157800.9107],{'Company': 1},1,1,0,4,2,157800,['Company'],1,1,157800.0,1.0,1.0,1.0,0.707106690085642,1
Playa de Arena Jetsam AS Holdings,Oceanus,"['Offers wrapped sea and bay scallops, gourmet stuffed scallops, jumbo stuffed shrimps, stuffed shrimpettes, and fish products']",[155666.6728],{'Company': 1},1,1,0,3,3,155666,['Company'],2,1,77833.0,0.0535714285714285,0.0707792207792207,0.1595441595441595,0.0058000871167335,1
Icelandic Oysters Pic Solutions,Thessalandia,['Salmon and seafood products'],[155204.8767],{'Company': 1},1,1,0,3,3,155204,['Company'],2,1,77602.0,0.2307692307692307,0.2948717948717949,0.3939393939393939,0.2583162436314518,1
Spanish Red Snapper Investment Brackish,Oceanus,"['Providing fresh fish, fish meal, fish sauce, GIJS, and Bio; Fresh, pre-packed fish products; Arranges for customer-specific labels on third-party products']",[140760.0864],{'Company': 1},1,1,0,1,1,140760,['Company'],0,1,140760.0,1.0,0.0,1.0,0.7071067811865476,1
Michael Kga Marine sanctuary,Rio Isla,['Agricultural and marine products'],[140516.3534],{'Company': 1},1,1,0,1,1,140516,['Company'],0,1,140516.0,1.0,0.0,1.0,0.7071067811865476,1
Taylor LLC,ZH,"['Unknown', 'Fish (anchovy, bluefish, butter fish, blowfish, catfish, dogfish, eel, flounder, grouper, haddock, and kingfish), roe (caviar, salmon roe, lumpfish roe, capelin roe, shad roe, and flying-fish roe), shellfish, crustacean (crab, crayfish, lobster, shrimp/prawns), mollusks (abalone, clam, cockle, conch, cuttlefish, mussel, octopus, oyster, periwinkle, snail, squid, scallop, and clam), and echinoderms (sea cucumber and sea urchin)']","[138982.4441, 'None']","{'Company': 1, 'Beneficial Owner': 3, 'Company Contacts': 4}",8,1,0,4,4,138982,"['Company', 'Beneficial Owner', 'Company Contacts']",3,1,46327.333333333336,0.6666666666666666,0.8,0.75,0.6279613109379251,1
Perez-Davis,ZH,['Operation of fish hatcheries and fish farms'],[138544.5578],{'Company': 1},1,0,0,0,0,138544,['Company'],0,0,138544.0,0.0,0.0,0.0,0.0,1
Océano del Este ОАО,Solovarossa,"['Offers a wide range of products such as salmon and salmon eggs, parr and smolt, and various other species, including cobia and cod juveniles', 'Unknown']","['Unknown', 136636.1345]",{'Company': 2},2,1,0,5,5,136636,['Company'],3,2,45545.333333333336,0.0007050197405527,0.0022545519160589,0.0734990828160139,8.585812750102873e-07,1
"Morris, Miller and Cunningham",ZH,"['Red fish fillets, blue cod fish fillets, and other products']",[136139.0957],{'Company': 1},1,0,0,0,0,136139,['Company'],0,0,136139.0,0.0,0.0,0.0,0.0,1
Playa del Sol AS,Nalakond,['Fresh and cooked frozen fish and other related sea food products'],[134655.2485],{'Company': 1},1,1,0,8,4,134655,['Company'],3,1,44885.0,0.6666666666666666,0.8,0.75,0.6279613109379251,1
"Davis, Herman and Wilson",ZH,"['Canned and pouch seafood (canned and pouched seafood products, such as regular tuna, canned shellfish and ready-to-serve products; and canned pet food)']",[134404.463],{'Company': 1},1,0,0,0,0,134404,['Company'],0,0,134404.0,0.0,0.0,0.0,0.0,1
"Wiley, Reed and Cannon",ZH,['Fish or fish products'],[133431.3013],{'Company': 1},1,0,0,0,0,133431,['Company'],0,0,133431.0,0.0,0.0,0.0,0.0,1
Playa del Cielo Kga,Nalakond,['Fish and seafoods (white horse mackerel; squid; galeras; herrera; red mullet; bleak; mussels; barnacle; clams; trays; tuna loins; clean sepia; octopus in brine; fillet of trout; loins sword; Mediterranean shrimp; octopus; sepia; amberjack; dabs; hake; and scorpionfish)'],[133203.2052],{'Company': 1},1,1,0,4,2,133203,['Company'],1,1,133203.0,1.0,1.0,1.0,0.707106690085642,1
"Meyer, King and Soto",ZH,['Seafood and other aquatic products'],[132361.2144],{'Company': 1},1,0,0,0,0,132361,['Company'],0,0,132361.0,0.0,0.0,0.0,0.0,1
Barrera Ltd,ZH,"['Fish, crustaceans and molluscs as well as other aquatic products']",[131925.1004],{'Company': 1},1,0,0,0,0,131925,['Company'],0,0,131925.0,0.0,0.0,0.0,0.0,1
Océano Azul Marine ecology,Coralada,"['Surimi base, directly from different origins around the world; headed and gutted (H&G) and headed, gutted and tail off (HGT) fish; as well as fillets and portions from a wide variety of species, including Alaska Pollock, Hoki, Cod, Blue Whiting, Saithe, Pangasius/Basa, Hake, Monkfish, Smooth Oreo Dory, Black Oreo Dory, NZ Sole, and Yellow fin Sole; Fish blocks']",[131355.8486],{'Company': 1},1,1,0,1,1,131355,['Company'],0,1,131355.0,1.0,0.0,1.0,0.7071067811865476,1
Ancla del Este ОАО,Thessalandia,['Seafood and seafood products'],[130822.6779],{'Company': 1},1,1,0,9,9,130822,['Company'],8,1,16352.75,0.9,0.977777777777778,0.9090909090909092,0.7018094837942412,1
Ancla del Este Sp Fish,Uzifrica,['Operation of fishing vessels and the distribution of seafood'],[130211.6728],{'Company': 1},1,1,0,15,15,130211,['Company'],15,0,8680.733333333334,0.3409090909090909,0.8520084566596194,0.4631578947368421,0.6675645279532374,1
Burton Group,ZH,['Vannamei and Black tiger shrimp'],[127784.7602],{'Company': 1},1,0,0,0,0,127784,['Company'],0,0,127784.0,0.0,0.0,0.0,0.0,1
"Freeman, Fields and Hodges",ZH,['Breaded fish chips; fish tofu; fish balls; chikuwa frozen food items; dimsum; surimi; imitation crab sticks; crab claws; crab nuggets; shrimp bombs; dried yellow stripe trevally; and dried tiger-tooth croakers'],[125224.4236],{'Company': 1},1,0,0,0,0,125224,['Company'],0,0,125224.0,0.0,0.0,0.0,0.0,1
"Ewing, Davis and Burke",ZH,['Fish and seafood products'],[124967.8692],{'Company': 1},1,0,0,0,0,124967,['Company'],0,0,124967.0,0.0,0.0,0.0,0.0,1
Johnson-Gonzalez,ZH,['Fish and other seafood products'],[124902.8749],{'Company': 1},1,1,0,1,1,124902,['Company'],1,0,124902.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Bahía Azul AB Export,Marebak,"['Offers a range of products including frozen food series, such as crab, squid, star eel and octopus']",[124803.4632],{'Company': 1},1,1,0,2,2,124803,['Company'],1,1,124803.0,1.0,1.0,1.0,0.707106690085642,1
Playa de Coral Hijiki OJSC Transit,Oceanus,"['Frozen, raw, and cooked shrimps']",[124666.6728],{'Company': 1},1,1,0,4,2,124666,['Company'],1,1,124666.0,0.6666666666666666,0.1666666666666666,0.75,0.5,1
Italian Sardines Ltd. Liability Co,Mawazam,"['Offers standard canned tuna products, canned tuna products, pet food products, and other related products']",[123818.6744],{'Company': 1},1,1,0,4,4,123818,['Company'],3,1,41272.66666666666,0.0005640157924421,0.0008459043791598,0.0557201109373895,1.682635039472126e-08,1
Lake Turkana  Marine sanctuary NV and Son's,Brindivaria,"['Bluefish, salmon, trout, tuna, cod, menhaden and pollack']",[122486.2031],{'Company': 1},1,1,0,2,1,122486,['Company'],0,1,122486.0,1.0,0.0,1.0,0.7071067811865476,1
Niger Delta   AG Marine life,Nalakond,['Frozen seafood products'],[118046.3118],{'Company': 1},1,1,0,1,1,118046,['Company'],0,1,118046.0,1.0,0.0,1.0,0.7071067811865476,1
Océano de Coral Limited Liability Company Marine biology,Arreciviento,['Fish and fish products'],[117037.3614],{'Company': 1},1,1,0,2,2,117037,['Company'],2,0,58518.5,1.0,1.0,1.0,0.707106690085642,1
Strong-Lewis,ZH,['Fish and other related seafood'],[116697.6089],{'Company': 1},1,0,0,0,0,116697,['Company'],0,0,116697.0,0.0,0.0,0.0,0.0,1
Mar de la Aventura Tidepool,Playa Solis,['Fish and fish products'],[115198.9399],{'Company': 1},1,1,0,7,7,115198,['Company'],6,1,19199.666666666668,0.7777777777777777,0.1944444444444444,0.8181818181818182,0.4082479464519924,1
"Smith, Rivera and Salazar",ZH,"['Fresh farmed and wild salmon fillets, portions and steaks as well as fish loins and portions; Ahi Tuna, Mahi Mahi, Opah, Wild King Salmon, Albacore, Marlin, Escolar, Wild Sockeye Salmon, Swordfish, (Wahoo)Ono, Shellfish, Wild Coho Salmon, Wild Chum Salmon, AtlantiC Salmon']",[114666.6728],{'Company': 1},1,0,0,0,0,114666,['Company'],0,0,114666.0,0.0,0.0,0.0,0.0,1
Náutica del Norte Limited Liability Company Carriers,Gavanovia,"['Offers ocean freight, airfreight, green logistics, supply chain management, reefer logistics, and supply chain development consultancy services']",[114528.9026],{'Company': 1},1,1,0,1,1,114528,['Company'],0,1,114528.0,1.0,0.0,1.0,0.7071067811865476,1
Caracola del Mar Corporation,Brindisola,['Of Icelandic fish products'],[114018.2981],{'Company': 1},1,1,0,4,4,114018,['Company'],3,1,38006.0,1.0,1.0,1.0,0.7071069290249942,1
Pope-Miller,ZH,['Chilled seafood products'],[113870.3972],{'Company': 1},1,0,0,0,0,113870,['Company'],0,0,113870.0,0.0,0.0,0.0,0.0,1
Adriatic Mackerel N.V. Transport,Nalakond,"['Fish and seafood products Chilean clams, tunas, cockles, winkles, razors, stuffed squids, octopuses, mackerel filets, prawns, mussels, cods, crabs, caviars, oysters, and cuttlefishes; Spices and sauces spicy spices, non-spicy spices, aromatic herbs, seasonings, and sauce appetizers; Fruits and vegetables packaged asparaguses, sweet maizes, palm hearts, green peppers, truffles, mangoes, papayas, pineapples, and rambutans']",[113379.1323],{'Company': 1},1,1,0,1,1,113379,['Company'],0,1,113379.0,1.0,0.0,1.0,0.7071067811865476,1
Olas del Mar Worldwide,Oceanus,"['Transportation insurance, government export reporting, e-commerce, administration, warehousing, and distribution services, as well as provides air and ocean freight, documentation, and project management services']",[111666.6728],{'Company': 1},1,1,0,2,1,111666,['Company'],0,1,111666.0,0.25,0.0,0.5,0.3535521220411597,1
Arawak Surf SRL Services,Oceanus,['Frozen-at-sea groundfish products'],[110666.6728],{'Company': 1},1,1,0,1,1,110666,['Company'],0,1,110666.0,1.0,0.0,1.0,0.7071067811865476,1
The Salted Pearl Pic Export,Oceanus,"['Unknown', 'Frozen seafood products']","[108666.6728, 'Unknown']",{'Company': 2},2,1,0,3,2,108666,['Company'],0,2,108666.0,1.0,1.0,1.0,0.707106690085642,1
Mar del Golfo Line Seafood,Oceanus,"['Crabs, finfishes, lobsters, mussels, and shrimps']",[108666.6728],{'Company': 1},1,1,0,2,2,108666,['Company'],1,1,108666.0,0.5,0.5,0.5714285714285714,0.4999999950823529,1
Williams-Ali,ZH,"['Eel and salmon specialties; Norwegian salmon side, whole; Norwegian salmon side, sliced (Foppen); Norwegian Gravad Lachs side, sliced; Norwegian salmon fillet, sliced lengthways; Norwegian salmon fillet, sliced (Foppen); Scottish salmon fillet, sliced lengthways; Norwegian salmon fillet, sliced; Norwegian salmon fillet, sliced (Foppen); Norwegian Gravad Lachs with sauce (Foppen); Norwegian salmon, portioned; Norwegian salmon, portioned (Foppen); Norwegian Gravad Lachs; Norwegian salmon flakes; Norwegian salmon flakes (Foppen); poached salmon (artificial gut); fillet Saumon (artificial gut); Norwegian salmon cubes; Norwegian salmon julienne; Norwegian salmon frisettes; Norwegian salmon slices (Foppen); and Norwegian salmon steaks. Its eel products include smoked eel, whole; eel fillet (Foppen); eel fillet and eel party packs; and eel specialty (Foppen)']",[106916.6343],{'Company': 1},1,0,0,0,0,106916,['Company'],0,0,106916.0,0.0,0.0,0.0,0.0,1
"Lane, Carpenter and Floyd",ZH,"['Rice, oil, sugar, flour, starch, teas, baking products, galatin, beans, soy sauce, oyster sauce, canned mushrooms, canned fruits and dressings, vinega, cooking wines, seasonings, and others; Offers a full line of domestic commodity, grocery, packaging, meat, poultry seafood and produce items']",[106666.6728],{'Company': 1},1,0,0,0,0,106666,['Company'],0,0,106666.0,0.0,0.0,0.0,0.0,1
Omo River  GmbH Submarine,Brindisola,"['Cod liver oil, along with other fish oil products such as omega-3 and shark liver oil']",[105808.335],{'Company': 1},1,1,0,4,4,105808,['Company'],3,1,35269.333333333336,0.0005640157924421,0.0008459043791598,0.0515995721862881,3.3214803855459324e-14,1
Mar del Oeste N.V.,Oceanus,['Fresh and frozen seafood products'],[102866.6728],{'Company': 1},1,1,0,3,1,102866,['Company'],0,1,102866.0,1.0,0.0,1.0,0.7071067811865476,1
Jharkhand Sea  Corp Freight,Coralmarica,"['Pickled pork and beef products, frozen pork and other meats, salted fish (Saithe), pulses']",[101566.6728],{'Company': 1},1,1,0,1,1,101566,['Company'],1,0,101566.0,1.0,0.0,1.0,0.7071067811865476,1
Náutica del Norte LC,Oceanus,"['Involved in the distribution of a general line of fish and seafoods, such as fresh shellfish, crustaceans and molluscs, fresh and frozen fillets']",[101021.0791],{'Company': 1},1,1,0,5,5,101021,['Company'],4,1,25255.25,0.0007050197405527,0.0019729814880169,0.0419528296864185,6.576270496638605e-15,1
Dutch Oyster Company Express,Nalakond,['Fish and seafoods'],[98530.4114],{'Company': 1},1,1,0,44,22,98530,['Company'],21,1,4691.9047619047615,0.158273381294964,0.637055572932958,0.2056213017751479,0.1324913658015337,1
